serialnbr,productcode,batchnbr,Machinetime,Assemblytime,Finishingtime,cost
P2B2369N15,P2,B2369,2.97,3.78,4.92,61.89
P2B2369N16,P2,B2369,2.99,4.12,4.93,62.99
P2B2369N17,P2,B2369,2.94,3.89,4.84,61.73
P2B2369N18,P2,B2369,2.98,4.12,5.24,64.53
P2B2369N19,P2,B2369,3.02,4.21,5.05,63.91
P2B2369N20,P2,B2369,2.94,4.02,4.85,62.19
P2B2370N11,P2,B2370,3.0,4.3,4.99,63.85
P2B2370N12,P2,B2370,2.95,4.11,4.83,62.38
P2B2370N13,P2,B2370,3.02,4.0,5.11,63.59
P2B2370N14,P2,B2370,3.13,3.97,4.89,62.62
P2B2370N15,P2,B2370,2.95,3.95,4.76,61.54
P2B2370N16,P2,B2370,2.89,4.04,4.81,61.96
P2B2370N17,P2,B2370,2.98,4.1,5.14,63.96
P2B2370N18,P2,B2370,3.14,3.98,5.36,65.03
P2B2370N19,P2,B2370,3.04,3.93,5.11,63.42
P2B2370N20,P2,B2370,2.83,4.13,4.52,60.62
P2B2371N11,P2,B2371,2.92,3.9,4.69,60.99
P2B2371N12,P2,B2371,3.08,3.76,5.05,62.69
P2B2371N13,P2,B2371,3.21,4.02,5.26,64.78
P2B2371N14,P2,B2371,3.02,3.94,5.11,63.42
P2B2371N15,P2,B2371,3.13,3.97,4.98,63.07
P2B2371N16,P2,B2371,3.03,3.95,4.87,62.26
P2B2371N17,P2,B2371,2.87,4.15,4.67,61.54
P2B2371N18,P2,B2371,2.91,4.01,5.02,62.94
P2B2371N19,P2,B2371,2.88,3.93,5.11,63.09
P2B2371N20,P2,B2371,3.05,4.02,5.13,63.8
P2B2372N11,P2,B2372,2.95,3.84,5.01,62.46
P2B2372N12,P2,B2372,2.97,4.07,5.21,64.21
P2B2372N13,P2,B2372,2.94,3.87,4.98,62.37
P2B2372N14,P2,B2372,2.81,3.9,5.08,62.71
P2B2372N15,P2,B2372,2.87,4.04,4.58,60.76
P2B2372N16,P2,B2372,3.03,3.96,4.82,62.02
P2B2372N17,P2,B2372,2.96,4.08,4.75,61.92
P2B2372N18,P2,B2372,2.97,3.95,4.78,61.69
P2B2372N19,P2,B2372,2.93,3.77,5.2,63.18
P2B2372N20,P2,B2372,3.0,4.1,5.23,64.45
P2B2373N11,P2,B2373,2.93,3.9,4.7,61.07
P2B2373N12,P2,B2373,2.99,3.88,5.11,63.16
P2B2373N13,P2,B2373,3.03,3.99,5.26,64.34
P2B2373N14,P2,B2373,3.04,3.93,4.99,62.83
P2B2373N15,P2,B2373,2.96,4.13,4.94,63.03
P2B2373N16,P2,B2373,2.94,4.04,5.08,63.39
P2B2373N17,P2,B2373,3.18,3.89,4.91,62.58
P2B2373N18,P2,B2373,2.98,4.16,4.7,61.94
P2B2373N19,P2,B2373,2.76,3.86,4.86,61.4
P2B2373N20,P2,B2373,2.84,3.93,4.81,61.54
P2B2374N11,P2,B2374,3.12,3.96,5.02,63.23
P2B2374N12,P2,B2374,3.11,4.0,5.22,64.32
P2B2374N13,P2,B2374,3.1,3.8,5.07,62.94
P2B2374N14,P2,B2374,3.0,4.08,5.01,63.29
P2B2374N15,P2,B2374,3.2,3.95,5.12,63.86
P2B2374N16,P2,B2374,2.96,3.89,5.08,62.99
P2B2374N17,P2,B2374,2.94,4.23,5.08,63.97
P2B2374N18,P2,B2374,2.99,3.93,5.04,62.97
P2B2374N19,P2,B2374,2.95,3.95,4.89,62.18
P2B2374N20,P2,B2374,2.79,4.17,4.86,62.37
P2B2375N11,P2,B2375,3.01,4.0,5.07,63.36
P2B2375N12,P2,B2375,2.92,4.01,5.2,63.89
P2B2375N13,P2,B2375,3.01,4.03,5.07,63.46
P2B2375N14,P2,B2375,2.87,4.06,4.88,62.32
P2B2375N15,P2,B2375,3.08,3.91,4.75,61.63
P2B2375N16,P2,B2375,2.87,4.05,5.23,64.04
P2B2375N17,P2,B2375,3.05,4.07,4.95,63.07
P2B2375N18,P2,B2375,3.02,3.87,4.91,62.19
P2B2375N19,P2,B2375,2.93,4.0,4.84,62.09
P2B2375N20,P2,B2375,3.21,3.88,5.11,63.63
P2B2376N11,P2,B2376,3.11,3.97,5.14,63.83
P2B2376N12,P2,B2376,2.98,4.14,4.99,63.32
P2B2376N13,P2,B2376,2.98,3.94,4.99,62.73
P2B2376N14,P2,B2376,2.79,4.07,5.01,62.85
P2B2376N15,P2,B2376,2.88,3.86,5.13,62.99
P2B2376N16,P2,B2376,3.04,4.02,4.75,61.9
P2B2376N17,P2,B2376,2.96,3.96,5.08,63.19
P2B2376N18,P2,B2376,2.87,3.82,4.78,61.11
P2B2376N19,P2,B2376,2.9,3.89,5.12,63.07
P2B2376N20,P2,B2376,2.91,3.89,4.98,62.37
P2B2377N11,P2,B2377,3.01,4.05,5.03,63.33
P2B2377N12,P2,B2377,2.97,4.23,4.76,62.43
P2B2377N13,P2,B2377,2.98,3.92,5.02,62.83
P2B2377N14,P2,B2377,3.04,4.07,5.19,64.25
P2B2377N15,P2,B2377,3.01,4.01,4.86,62.34
P2B2377N16,P2,B2377,2.89,4.23,4.86,62.78
P2B2377N17,P2,B2377,2.85,4.06,5.07,63.23
P2B2377N18,P2,B2377,2.99,4.12,5.14,64.03
P2B2377N19,P2,B2377,3.08,3.96,4.93,62.7
P2B2377N20,P2,B2377,2.82,4.0,5.21,63.67
P2B2378N11,P2,B2378,3.1,4.03,5.08,63.68
P2B2378N12,P2,B2378,2.97,3.85,5.05,62.73
P2B2378N13,P2,B2378,2.96,4.1,5.04,63.42
P2B2378N14,P2,B2378,2.86,4.02,4.79,61.74
P2B2378N15,P2,B2378,2.91,4.2,4.72,62.04
P2B2378N16,P2,B2378,3.29,3.92,5.11,63.89
P2B2378N17,P2,B2378,2.98,4.1,5.03,63.41
P2B2378N18,P2,B2378,3.02,3.74,4.93,61.9
P2B2378N19,P2,B2378,2.75,3.87,5.15,62.87
P2B2378N20,P2,B2378,3.0,3.95,4.87,62.21
P2B2379N11,P2,B2379,3.0,3.73,5.05,62.43
P2B2379N12,P2,B2379,2.82,4.25,4.75,62.14
P2B2379N13,P2,B2379,3.1,4.33,5.29,65.63
P2B2379N14,P2,B2379,2.89,4.25,4.83,62.68
P2B2379N15,P2,B2379,3.12,3.88,4.82,61.98
P2B2379N16,P2,B2379,3.08,4.0,5.11,63.7
P2B2379N17,P2,B2379,3.11,3.79,4.87,61.94
P2B2379N18,P2,B2379,2.87,3.88,4.94,62.07
P2B2379N19,P2,B2379,2.98,3.94,4.9,62.29
P2B2379N20,P2,B2379,3.17,4.32,5.06,64.6
P2B2380N11,P2,B2380,2.94,3.98,4.87,62.17
P2B2380N12,P2,B2380,3.03,3.94,4.99,62.82
P2B2380N13,P2,B2380,3.07,4.12,4.86,62.78
P2B2380N14,P2,B2380,2.9,4.05,4.92,62.55
P2B2380N15,P2,B2380,3.0,4.15,5.08,63.85
P2B2380N16,P2,B2380,3.09,4.04,5.33,64.94
P2B2380N17,P2,B2380,3.08,4.06,5.39,65.3
P2B2380N18,P2,B2380,3.2,4.01,4.82,62.54
P2B2380N19,P2,B2380,2.95,4.3,5.15,64.56
P2B2380N20,P2,B2380,3.01,4.0,4.89,62.48
P2B2381N11,P2,B2381,3.09,3.86,5.02,62.85
P2B2381N12,P2,B2381,3.06,3.8,4.97,62.35
P2B2381N13,P2,B2381,2.86,4.01,4.64,60.95
P2B2381N14,P2,B2381,3.03,3.93,5.15,63.6
P2B2381N15,P2,B2381,3.05,3.98,5.17,63.91
P2B2381N16,P2,B2381,3.01,4.05,4.84,62.36
P2B2381N17,P2,B2381,2.85,3.92,4.76,61.26
P2B2381N18,P2,B2381,3.06,4.32,5.12,64.69
P2B2381N19,P2,B2381,3.2,3.98,5.12,63.94
P2B2381N20,P2,B2381,2.86,3.92,4.96,62.29
P2B2382N11,P2,B2382,3.0,4.08,5.11,63.79
P2B2382N12,P2,B2382,2.9,3.68,4.79,60.78
P2B2382N13,P2,B2382,3.03,3.85,4.84,61.8
P2B2382N14,P2,B2382,2.89,4.1,5.36,64.89
P2B2382N15,P2,B2382,2.99,3.95,5.17,63.69
P2B2382N16,P2,B2382,2.95,4.08,5.29,64.57
P2B2382N17,P2,B2382,2.87,3.76,5.03,62.19
P2B2382N18,P2,B2382,3.02,3.95,4.83,62.05
P2B2382N19,P2,B2382,3.02,3.98,4.94,62.7
P2B2382N20,P2,B2382,2.96,4.12,4.73,61.94
P2B2383N11,P2,B2383,3.02,3.83,4.89,61.98
P2B2383N12,P2,B2383,3.0,4.05,5.06,63.46
P2B2383N13,P2,B2383,2.86,4.18,4.78,62.15
P2B2383N14,P2,B2383,2.97,3.99,5.02,63.02
P2B2383N15,P2,B2383,2.99,4.13,5.23,64.52
P2B2383N16,P2,B2383,2.89,3.97,5.22,63.78
P2B2383N17,P2,B2383,3.02,3.96,4.61,60.96
P2B2383N18,P2,B2383,2.91,4.04,5.05,63.18
P2B2383N19,P2,B2383,3.08,3.87,4.69,61.23
P2B2383N20,P2,B2383,3.03,4.13,4.77,62.3
P2B2384N11,P2,B2384,3.02,3.97,4.85,62.19
P2B2384N12,P2,B2384,2.9,3.92,5.06,62.87
P2B2384N13,P2,B2384,2.87,4.41,5.02,64.07
P2B2384N14,P2,B2384,3.01,4.05,5.5,65.67
P2B2384N15,P2,B2384,2.8,4.19,4.67,61.52
P2B2384N16,P2,B2384,3.13,3.79,4.78,61.52
P2B2384N17,P2,B2384,2.96,3.87,4.96,62.33
P2B2384N18,P2,B2384,3.16,3.88,4.89,62.41
P2B2384N19,P2,B2384,3.0,4.1,4.99,63.25
P2B2384N20,P2,B2384,3.22,4.0,5.04,63.63
P2B2385N11,P2,B2385,3.13,3.95,4.85,62.37
P2B2385N12,P2,B2385,2.91,4.09,5.06,63.37
P2B2385N13,P2,B2385,2.84,3.94,5.31,64.06
P2B2385N14,P2,B2385,2.97,3.88,4.87,61.93
P2B2385N15,P2,B2385,2.91,3.98,4.89,62.21
P2B2385N16,P2,B2385,2.97,4.06,4.66,61.42
P2B2385N17,P2,B2385,3.03,4.31,4.93,63.64
P2B2385N18,P2,B2385,3.05,3.95,5.1,63.44
P2B2385N19,P2,B2385,2.94,4.23,5.14,64.26
P2B2385N20,P2,B2385,2.93,3.95,4.52,60.32
P2B2386N11,P2,B2386,3.15,4.08,4.9,63.04
P2B2386N12,P2,B2386,3.06,3.98,5.07,63.4
P2B2386N13,P2,B2386,2.98,4.07,4.68,61.56
P2B2386N14,P2,B2386,3.06,3.99,4.79,62.03
P2B2386N15,P2,B2386,3.05,4.06,4.92,62.89
P2B2386N16,P2,B2386,3.06,4.11,4.84,62.63
P2B2386N17,P2,B2386,3.05,3.97,5.22,64.09
P2B2386N18,P2,B2386,3.13,3.68,4.9,61.79
P2B2386N19,P2,B2386,3.08,4.07,5.2,64.37
P2B2386N20,P2,B2386,2.84,4.09,5.01,63.01
P2B2387N11,P2,B2387,3.13,4.14,4.86,62.97
P2B2387N12,P2,B2387,2.9,4.04,5.01,62.97
P2B2387N13,P2,B2387,2.97,3.91,4.94,62.35
P2B2387N14,P2,B2387,3.02,3.83,4.93,62.18
P2B2387N15,P2,B2387,3.02,4.07,5.13,63.9
P2B2387N16,P2,B2387,2.98,3.82,5.15,63.18
P2B2387N17,P2,B2387,2.97,3.86,5.08,62.92
P2B2387N18,P2,B2387,2.92,3.87,5.08,62.84
P2B2387N19,P2,B2387,2.89,3.75,5.01,62.08
P2B2387N20,P2,B2387,3.02,4.02,5.11,63.65
P2B2388N11,P2,B2388,3.04,4.06,4.92,62.85
P2B2388N12,P2,B2388,3.01,3.92,5.04,62.98
P2B2388N13,P2,B2388,2.79,3.79,4.91,61.5
P2B2388N14,P2,B2388,3.1,4.04,5.06,63.62
P2B2388N15,P2,B2388,3.14,4.08,4.92,63.12
P2B2388N16,P2,B2388,3.16,3.99,4.92,62.88
P2B2388N17,P2,B2388,2.9,3.84,4.7,60.82
P2B2388N18,P2,B2388,3.16,3.8,5.06,63.03
P2B2388N19,P2,B2388,2.94,4.28,5.01,63.78
P2B2388N20,P2,B2388,2.85,4.1,5.19,63.98
P2B2389N11,P2,B2389,3.07,4.1,4.92,63.04
P2B2389N12,P2,B2389,3.14,3.91,4.92,62.61
P2B2389N13,P2,B2389,2.85,4.06,4.98,62.78
P2B2389N14,P2,B2389,2.76,4.12,4.98,62.77
P2B2389N15,P2,B2389,2.93,4.11,4.93,62.85
P2B2389N16,P2,B2389,3.06,4.28,4.79,62.9
P2B2389N17,P2,B2389,2.92,4.03,4.89,62.38
P2B2389N18,P2,B2389,3.03,4.03,5.08,63.55
P2B2389N19,P2,B2389,3.02,3.83,4.99,62.48
P2B2389N20,P2,B2389,2.99,3.84,4.95,62.24
P2B2390N11,P2,B2390,2.98,4.17,5.02,63.57
P2B2390N12,P2,B2390,2.99,3.99,5.06,63.24
P2B2390N13,P2,B2390,2.9,3.79,5.26,63.45
P2B2390N14,P2,B2390,3.03,4.12,5.23,64.57
P2B2390N15,P2,B2390,3.01,3.95,5.18,63.78
P2B2390N16,P2,B2390,3.12,4.08,5.09,63.93
P2B2390N17,P2,B2390,3.11,3.87,4.79,61.79
P2B2390N18,P2,B2390,3.07,4.01,4.94,62.88
P2B2390N19,P2,B2390,2.99,4.05,5.33,64.79
P2B2390N20,P2,B2390,3.04,3.93,5.09,63.33
P2B2391N11,P2,B2391,2.96,4.2,4.88,62.92
P2B2391N12,P2,B2391,3.04,3.79,5.14,63.14
P2B2391N13,P2,B2391,3.03,4.07,4.88,62.66
P2B2391N14,P2,B2391,3.0,3.61,4.59,59.76
P2B2391N15,P2,B2391,3.23,3.74,5.1,63.17
P2B2391N16,P2,B2391,2.84,3.98,5.09,63.08
P2B2391N17,P2,B2391,3.12,4.16,5.23,64.87
P2B2391N18,P2,B2391,2.9,4.03,4.9,62.39
P2B2391N19,P2,B2391,3.0,3.87,4.78,61.5
P2B2391N20,P2,B2391,3.11,3.93,4.93,62.66
P2B2392N11,P2,B2392,3.07,3.95,5.2,63.99
P2B2392N12,P2,B2392,2.95,3.94,4.72,61.32
P2B2392N13,P2,B2392,2.93,3.91,5.13,63.25
P2B2392N14,P2,B2392,2.97,3.76,5.03,62.38
P2B2392N15,P2,B2392,2.87,4.0,5.13,63.39
P2B2392N16,P2,B2392,3.02,4.07,5.05,63.51
P2B2392N17,P2,B2392,2.97,4.07,5.01,63.2
P2B2392N18,P2,B2392,2.87,4.23,4.71,61.99
P2B2392N19,P2,B2392,3.06,4.08,4.83,62.5
P2B2392N20,P2,B2392,2.99,3.85,5.11,63.07
P2B2393N11,P2,B2393,2.9,4.01,5.02,62.93
P2B2393N12,P2,B2393,2.69,4.27,5.01,63.25
P2B2393N13,P2,B2393,3.03,4.01,5.19,64.06
P2B2393N14,P2,B2393,3.13,3.88,5.18,63.82
P2B2393N15,P2,B2393,3.14,4.09,4.92,63.15
P2B2393N16,P2,B2393,3.02,3.62,5.26,63.2
P2B2393N17,P2,B2393,2.88,3.77,5.07,62.41
P2B2393N18,P2,B2393,2.93,4.15,4.92,62.9
P2B2393N19,P2,B2393,3.13,3.79,4.98,62.52
P2B2393N20,P2,B2393,2.94,3.94,4.86,62.0
P2B2394N11,P2,B2394,3.09,3.94,5.01,63.05
P2B2394N12,P2,B2394,3.0,4.15,5.04,63.68
P2B2394N13,P2,B2394,3.05,3.93,4.82,61.99
P2B2394N14,P2,B2394,2.96,3.9,5.04,62.82
P2B2394N15,P2,B2394,3.08,4.21,5.04,64.01
P2B2394N16,P2,B2394,2.97,3.77,4.81,61.28
P2B2394N17,P2,B2394,2.89,4.26,4.99,63.5
P2B2394N18,P2,B2394,3.0,4.13,5.32,64.99
P2B2394N19,P2,B2394,3.17,3.95,4.92,62.79
P2B2394N20,P2,B2394,2.96,4.25,4.85,62.93
P2B2395N11,P2,B2395,2.88,3.86,4.64,60.54
P2B2395N12,P2,B2395,2.89,3.86,4.69,60.82
P2B2395N13,P2,B2395,3.03,3.97,5.16,63.76
P2B2395N14,P2,B2395,3.0,3.66,5.04,62.17
P2B2395N15,P2,B2395,2.92,3.82,4.93,61.95
P2B2395N16,P2,B2395,2.95,4.11,5.06,63.53
P2B2395N17,P2,B2395,3.14,4.09,4.97,63.39
P2B2395N18,P2,B2395,3.0,3.97,4.96,62.71
P2B2395N19,P2,B2395,2.99,3.99,4.88,62.35
P2B2395N20,P2,B2395,2.97,3.94,5.05,63.01
P2B2396N11,P2,B2396,2.9,3.98,5.12,63.35
P2B2396N12,P2,B2396,3.01,3.95,5.05,63.12
P2B2396N13,P2,B2396,3.1,3.83,4.95,62.44
P2B2396N14,P2,B2396,2.87,3.9,5.18,63.33
P2B2396N15,P2,B2396,3.01,3.94,4.74,61.54
P2B2396N16,P2,B2396,2.94,4.01,5.12,63.51
P2B2396N17,P2,B2396,2.94,3.97,4.99,62.74
P2B2396N18,P2,B2396,3.05,4.03,5.22,64.29
P2B2396N19,P2,B2396,3.03,4.09,5.06,63.62
P2B2396N20,P2,B2396,3.0,4.05,5.06,63.44
P2B2397N11,P2,B2397,3.16,4.0,5.1,63.82
P2B2397N12,P2,B2397,3.0,4.03,4.92,62.69
P2B2397N13,P2,B2397,2.89,4.28,4.98,63.52
P2B2397N14,P2,B2397,2.69,4.09,5.18,63.53
P2B2397N15,P2,B2397,2.9,4.01,4.77,61.67
P2B2397N16,P2,B2397,3.16,4.16,5.05,64.06
P2B2397N17,P2,B2397,2.9,3.85,5.02,62.44
P2B2397N18,P2,B2397,2.85,3.76,4.98,61.88
P2B2397N19,P2,B2397,2.97,4.04,4.86,62.37
P2B2397N20,P2,B2397,3.01,3.95,4.85,62.12
P2B2398N11,P2,B2398,3.04,4.15,5.04,63.75
P2B2398N12,P2,B2398,2.94,3.99,5.08,63.25
P2B2398N13,P2,B2398,2.98,3.85,4.99,62.46
P2B2398N14,P2,B2398,2.99,3.94,5.32,64.39
P2B2398N15,P2,B2398,3.1,3.91,5.11,63.48
P2B2398N16,P2,B2398,2.95,3.98,5.12,63.43
P2B2398N17,P2,B2398,2.94,3.99,4.97,62.71
P2B2398N18,P2,B2398,3.0,4.05,4.97,63.02
P2B2398N19,P2,B2398,3.17,4.04,5.29,64.91
P2B2398N20,P2,B2398,2.93,3.94,5.11,63.23
P2B2399N11,P2,B2399,2.99,3.93,4.95,62.51
P2B2399N12,P2,B2399,3.1,4.01,5.03,63.39
P2B2399N13,P2,B2399,2.91,3.94,4.87,61.98
P2B2399N14,P2,B2399,2.74,4.0,5.08,62.87
P2B2399N15,P2,B2399,3.0,3.98,5.14,63.63
P2B2399N16,P2,B2399,3.07,3.84,4.85,61.91
P2B2399N17,P2,B2399,3.02,3.91,5.07,63.12
P2B2399N18,P2,B2399,3.14,3.92,4.92,62.63
P2B2399N19,P2,B2399,3.01,3.95,5.07,63.23
P2B2399N20,P2,B2399,3.03,4.02,5.08,63.53
P2B2400N11,P2,B2400,3.07,4.01,5.09,63.61
P2B2400N12,P2,B2400,3.1,3.92,5.11,63.5
P2B2400N13,P2,B2400,3.09,4.02,4.73,61.89
P2B2400N14,P2,B2400,3.1,3.88,4.92,62.45
P2B2400N15,P2,B2400,3.14,4.01,4.92,62.91
P2B2400N16,P2,B2400,3.21,4.15,5.02,63.97
P2B2400N17,P2,B2400,2.93,3.95,5.01,62.76
P2B2400N18,P2,B2400,3.22,4.0,5.23,64.58
P2B2400N19,P2,B2400,3.04,4.19,4.95,63.4
P2B2400N20,P2,B2400,3.09,3.87,4.87,62.13
P2B2401N11,P2,B2401,2.84,4.23,4.93,63.02
P2B2401N12,P2,B2401,2.83,4.09,5.27,64.27
P2B2401N13,P2,B2401,2.99,4.04,4.9,62.58
P2B2401N14,P2,B2401,2.89,3.85,5.01,62.37
P2B2401N15,P2,B2401,3.11,3.94,4.8,62.03
P2B2401N16,P2,B2401,3.06,3.85,4.94,62.37
P2B2401N17,P2,B2401,3.02,4.06,5.11,63.78
P2B2401N18,P2,B2401,2.93,3.86,5.2,63.43
P2B2401N19,P2,B2401,3.11,4.11,5.02,63.65
P2B2401N20,P2,B2401,3.07,4.08,5.38,65.29
P2B2402N11,P2,B2402,3.02,3.97,4.77,61.79
P2B2402N12,P2,B2402,2.98,4.08,5.06,63.51
P2B2402N13,P2,B2402,2.93,3.92,4.89,62.1
P2B2402N14,P2,B2402,3.1,3.77,4.8,61.5
P2B2402N15,P2,B2402,2.86,3.82,4.9,61.68
P2B2402N16,P2,B2402,3.02,4.05,5.32,64.79
P2B2402N17,P2,B2402,3.05,4.08,5.37,65.2
P2B2402N18,P2,B2402,3.04,3.7,5.11,62.73
P2B2402N19,P2,B2402,2.86,3.94,5.01,62.59
P2B2402N20,P2,B2402,3.01,3.85,4.74,61.28
P2B2403N11,P2,B2403,2.85,4.01,5.19,63.69
P2B2403N12,P2,B2403,2.89,4.05,4.99,62.86
P2B2403N13,P2,B2403,2.97,3.98,5.24,64.06
P2B2403N14,P2,B2403,2.95,4.03,5.1,63.49
P2B2403N15,P2,B2403,2.93,3.97,5.24,63.98
P2B2403N16,P2,B2403,3.05,4.02,4.93,62.8
P2B2403N17,P2,B2403,2.92,4.05,5.02,63.1
P2B2403N18,P2,B2403,3.02,3.95,4.7,61.4
P2B2403N19,P2,B2403,2.95,4.06,5.08,63.48
P2B2403N20,P2,B2403,2.93,3.9,4.95,62.31
P2B2404N11,P2,B2404,3.05,4.05,4.97,63.09
P2B2404N12,P2,B2404,2.93,4.2,5.1,63.97
P2B2404N13,P2,B2404,2.98,4.07,5.27,64.54
P2B2404N14,P2,B2404,2.93,3.87,4.93,62.11
P2B2404N15,P2,B2404,3.05,3.93,5.1,63.39
P2B2404N16,P2,B2404,2.77,4.04,5.08,63.03
P2B2404N17,P2,B2404,3.06,4.18,5.11,64.2
P2B2404N18,P2,B2404,3.06,3.92,4.85,62.13
P2B2404N19,P2,B2404,3.11,4.14,5.13,64.29
P2B2404N20,P2,B2404,3.04,4.13,4.99,63.42
P2B2405N11,P2,B2405,2.98,3.99,4.96,62.74
P2B2405N12,P2,B2405,3.16,3.76,5.14,63.31
P2B2405N13,P2,B2405,3.14,4.22,4.98,63.84
P2B2405N14,P2,B2405,3.05,3.98,4.93,62.69
P2B2405N15,P2,B2405,2.95,4.03,4.84,62.18
P2B2405N16,P2,B2405,3.0,4.05,5.29,64.6
P2B2405N17,P2,B2405,3.14,3.97,4.84,62.38
P2B2405N18,P2,B2405,2.98,3.97,5.07,63.22
P2B2405N19,P2,B2405,3.06,3.88,5.15,63.52
P2B2405N20,P2,B2405,2.98,4.01,4.92,62.58
P2B2406N11,P2,B2406,2.9,3.95,4.93,62.29
P2B2406N12,P2,B2406,2.98,4.08,4.92,62.79
P2B2406N13,P2,B2406,3.04,4.08,5.22,64.42
P2B2406N14,P2,B2406,2.77,4.04,5.21,63.73
P2B2406N15,P2,B2406,2.95,4.01,5.13,63.6
P2B2406N16,P2,B2406,3.07,4.12,5.05,63.77
P2B2406N17,P2,B2406,3.01,4.11,5.07,63.69
P2B2406N18,P2,B2406,2.85,3.94,5.07,62.88
P2B2406N19,P2,B2406,3.04,4.14,5.16,64.3
P2B2406N20,P2,B2406,3.02,4.29,5.01,63.96
P2B2407N11,P2,B2407,3.1,3.9,4.97,62.75
P2B2407N12,P2,B2407,2.97,4.08,5.14,63.87
P2B2407N13,P2,B2407,3.06,3.87,5.23,63.86
P2B2407N14,P2,B2407,3.03,4.2,5.04,63.86
P2B2407N15,P2,B2407,2.95,4.04,4.89,62.48
P2B2407N16,P2,B2407,3.04,4.2,5.33,65.35
P2B2407N17,P2,B2407,2.84,3.91,4.92,62.01
P2B2407N18,P2,B2407,2.91,3.89,5.02,62.58
P2B2407N19,P2,B2407,3.07,3.84,4.99,62.62
P2B2407N20,P2,B2407,3.01,4.01,4.62,61.16
P2B2408N11,P2,B2408,2.95,3.83,5.19,63.33
P2B2408N12,P2,B2408,3.21,3.92,4.8,62.17
P2B2408N13,P2,B2408,2.9,4.09,4.58,60.98
P2B2408N14,P2,B2408,2.85,4.14,5.09,63.58
P2B2408N15,P2,B2408,3.08,4.13,4.91,63.11
P2B2408N16,P2,B2408,3.0,3.89,5.3,64.16
P2B2408N17,P2,B2408,2.94,4.0,4.73,61.54
P2B2408N18,P2,B2408,2.94,3.9,5.19,63.53
P2B2408N19,P2,B2408,2.84,4.13,4.57,60.9
P2B2408N20,P2,B2408,3.15,4.11,5.07,63.99
P2B2409N11,P2,B2409,3.07,3.83,4.85,61.88
P2B2409N12,P2,B2409,2.98,3.94,4.89,62.22
P2B2409N13,P2,B2409,2.97,3.92,5.13,63.35
P2B2409N14,P2,B2409,3.04,3.96,4.65,61.21
P2B2409N15,P2,B2409,3.08,3.67,5.07,62.53
P2B2409N16,P2,B2409,3.04,4.06,4.87,62.59
P2B2409N17,P2,B2409,2.93,3.88,5.3,64.01
P2B2409N18,P2,B2409,2.91,4.07,5.01,63.09
P2B2409N19,P2,B2409,2.88,3.88,5.13,63.05
P2B2409N20,P2,B2409,2.94,4.01,5.15,63.64
P2B2410N11,P2,B2410,3.02,4.09,5.44,65.5
P2B2410N12,P2,B2410,2.96,4.25,5.16,64.48
P2B2410N13,P2,B2410,2.99,4.07,5.33,64.83
P2B2410N14,P2,B2410,3.18,4.05,5.06,63.79
P2B2410N15,P2,B2410,3.02,4.16,4.83,62.66
P2B2410N16,P2,B2410,2.96,4.08,4.76,61.95
P2B2410N17,P2,B2410,3.16,4.08,5.25,64.81
P2B2410N18,P2,B2410,3.02,3.87,4.89,62.1
P2B2410N19,P2,B2410,3.04,4.03,5.02,63.27
P2B2410N20,P2,B2410,3.02,4.04,5.12,63.76
P2B2411N11,P2,B2411,2.92,4.0,4.74,61.55
P2B2411N12,P2,B2411,2.88,3.98,5.03,62.83
P2B2411N13,P2,B2411,2.93,4.04,4.7,61.46
P2B2411N14,P2,B2411,2.99,3.85,4.92,62.13
P2B2411N15,P2,B2411,3.01,3.87,5.02,62.73
P2B2411N16,P2,B2411,3.04,4.08,5.05,63.57
P2B2411N17,P2,B2411,2.9,3.96,4.92,62.28
P2B2411N18,P2,B2411,2.99,4.13,5.11,63.92
P2B2411N19,P2,B2411,3.02,3.97,4.72,61.55
P2B2411N20,P2,B2411,2.88,3.99,4.89,62.18
P2B2412N11,P2,B2412,3.0,4.16,5.07,63.82
P2B2412N12,P2,B2412,2.82,4.25,4.94,63.11
P2B2412N13,P2,B2412,3.0,3.97,5.09,63.35
P2B2412N14,P2,B2412,2.93,3.75,4.99,62.05
P2B2412N15,P2,B2412,3.07,4.02,5.23,64.35
P2B2412N16,P2,B2412,2.88,4.12,5.03,63.26
P2B2412N17,P2,B2412,2.93,4.05,4.79,61.96
P2B2412N18,P2,B2412,2.85,3.93,5.13,63.13
P2B2412N19,P2,B2412,2.9,3.84,5.14,63.03
P2B2412N20,P2,B2412,2.88,3.96,4.93,62.27
P2B2413N11,P2,B2413,3.1,4.04,4.71,61.86
P2B2413N12,P2,B2413,3.1,4.08,4.8,62.42
P2B2413N13,P2,B2413,3.09,4.03,4.9,62.78
P2B2413N14,P2,B2413,2.95,3.94,4.99,62.66
P2B2413N15,P2,B2413,2.85,4.03,5.07,63.14
P2B2413N16,P2,B2413,3.01,4.07,4.8,62.23
P2B2413N17,P2,B2413,3.02,3.98,5.31,64.53
P2B2413N18,P2,B2413,3.09,4.06,4.91,62.9
P2B2413N19,P2,B2413,2.95,3.99,5.04,63.07
P2B2413N20,P2,B2413,3.0,3.87,4.94,62.31
P2B2414N11,P2,B2414,3.02,3.95,5.12,63.48
P2B2414N12,P2,B2414,2.87,3.76,4.63,60.16
P2B2414N13,P2,B2414,2.94,3.89,4.89,61.99
P2B2414N14,P2,B2414,2.92,3.9,5.11,63.1
