"BATCHNBR","TEST1","TEST2","TEST3","TEST4","TEST5","TEST6","TEST7","TEST8","TEST9","TEST10","BATCHQUALITY"
"B2540","9.2","5.43",".88","7.64","2.6","7.08","2.64","6.58","7.1","3.76","good"
"B2541","2.08","1.06","8.62","6.55","8.89","5.89","8.45","5.65","1.66","3.17","good"
"B2542","1.29",".35","6.61","1.08","8.87","3.7","1.32","3.81","4.03","9.5","good"
"B2543","2.15","8.3","2.19",".95","6.83","8.88","2.96","7.18","9.88",".16","good"
"B2544","2.55","3.91","5.52","3","2.05","8.22","3.35","3.55","8.2","4.5","good"
"B2545","5.31",".7","1.05","9.19","1.53","1.82","5.5","9.08","5.25","2.11","good"
"B2546","9.41","5.02","6.98","6.9","9.94","8.92","8.22","4.53","9.4","2.73","good"
"B2547","6.6","8.75","5.36","4.97","2.56","3.43","6.12","5.76","6.51","4.45","good"
"B2548","5.01","7.11","9.43","3.49","6.36","4.76","5.45","4.15","2.59","4.29","good"
"B2549","1.73","7.28","8.31","6.13","3.87","6.34","9.69","4.79","4.04","7.45","good"
"B2550","9.7",".7","8.06","8.24","3.21","5.49",".47","2.9","2.79","6.35","good"
"B2551","8.27","3.82","3.8","4.36","9.25","3.44","4.62",".06","6.43","3.59","good"
"B2552","2.28","8.85",".18","5.18","8.97","8.41","4.1","3.18",".87",".56","poor"
"B2553","3.89","4.13","5.16","2.68","7.48","4.12",".46","8.3","1.35",".26","good"
"B2554","7.44","8.12","1.33","5.28","2.74","5.8","8.26","6.63","4.32","2.14","good"
"B2555",".29",".51","8.57","6.18","5.04","2.18","3.19","7.36","1.48","6.74","good"
"B2556","6.29","8.55","8.57","3.82","9.53","8.32","5.31","3.43","1.44","4.85","good"
"B2557","8.85",".05","7.7","6.02","1.16","5.32","5.74","4.93","3.76","7.13","good"
"B2558","8.5","7.48","3.92","1.9","5.38","4.27","3.37","8.33","1.84","4.22","good"
"B2559","6.53","1.5","3.09","2.17","1.66","4.03","9.05","7.98","6.95","7.12","good"
"B2560","8.86","5.94","9.81","1.43","7.61","5.68","6.33","5.47","6.78",".58","good"
"B2561","9.29","9.39",".31",".66","9.38","2.29",".33","7.68","7.31","4.42","poor"
"B2562","6.96","3.74","6.3","8.92","9.66",".65","2.07","4.39","7.6","2.34","good"
"B2563","9.87","9.36","2.01","3.71","3.45","1.41",".37","2.4","6.1","8.61","good"
"B2564","1.63","1.42","4.86","2.21","3.99","2.54","2.59","2.59","8.79","2.59","good"
"B2565","1.86","3.18",".76","3.15",".17","9.09","1.38",".16","2.64","5.3","poor"
"B2566","1.06","7.24","9.2","7.23","8.87","4.36","4.71","1.1","6.55",".59","good"
"B2567","5.44","7.46","5.46","5.85","2.64",".89","3.84","7.81","4.38","2.14","good"
"B2568","4.43","8.73","3.25","9.67","2.95","8.65","5.08","3.78","1.93","7.42","good"
"B2569","4.27",".52","1.43","4.95","5.67","5.48","8.8","5.63","9.98","6.41","good"
"B2570","3.56","4.26","1.68","5.92","9.18","3.13","8.47",".71","8.56","4.99","good"
"B2571","2.28","2.41","6.63","9.55","5.39","2.29","7.43","2.77","4.34","4.96","good"
"B2572","1.59","2.27","4.27","9.38","1.78","1.22","2.53","7.41","2.58","7.22","good"
"B2573","4.75","4.47","6.64","5.58","8.73",".92","2.17","3.55","8.41","1.35","good"
"B2574","6.58","3.36","5.94","1.61","4.79",".24","2.44","5.01","1.19","1.53","poor"
"B2575","3.88","9.61","2.68","5.41","4.6","2.47","6.38","8.89",".72","4.56","good"
"B2576",".97","9.48","1.5","7.84","5.05","6.89","1.07","7.85","1.02",".08","good"
"B2577","4.15","8.95","3.36","5.53","8.29",".95",".64","4.8","9.01","8.84","good"
"B2578","9.05","4.36","2.01","4.31","9.71","8.12",".11","3.11","2.12","6.2","good"
"B2579","7.32","3.29","5.32","9.34","5.18","6.76","5.19",".14",".7","6.07","good"
"B2580","6.4","3.43","2.58","3.6","7.25","9.12","8.22","4.19","5.86","6.23","good"
"B2581","9.62","2.21","2.82","3.97","5.15","5.08","4.47","6.89","5.38","8.42","good"
"B2582","2.15",".82","6.23",".76","8.57","1.21","6.69",".49","3.28","6.81","good"
"B2583",".52","4.44","3.03","1.98","5.79","6.31","3.93","8.64","6.54","4.14","good"
"B2584","6.17","3.22","9.19","1.13","8.83","6.56","8.33","4.43","6.89","6.29","good"
"B2585","3.27","6.27","1.45","9.87","6.04","8.11",".09","1.45",".93","4.18","good"
"B2586","9.17",".48","8.04","2.44","8.34","1.99","1.81","2.8","6.08","2.3","good"
"B2587","5.91","2.43","4.99","7.47","9.31","9.06","6.24","8.1","9.47","1.63","good"
"B2588","8.72","9.82","9.32","3.71",".39","1.64","9.94","8.72","7.18","1.54","poor"
"B2589","6","9","6.57",".33","9.07","1.82","6.59","9.56","5.92","6.8","good"
"B2590","1.63","2.59","9.1","3.67","3.97","3.64","6.39","3.87","4.59","7.8","good"
"B2591","2.28","1.03",".45","7.41","9.13","6.87","6.39","9.07","3.7","8.26","poor"
"B2592","4.92",".5","3.5","6.35","2.22","9.87","7.92","7.98","3.07",".42","good"
"B2593","2.16","1.04","2.46","2.76","6.98","3.56","4.07","3.76","1.07","3.24","good"
"B2594","9.42",".33","4.06","8.29","3.43","1.3","5.17","4.49","8.79","9.86","good"
"B2595","1.95","1.86","5.85",".77","1.92",".64","6.48","2.53","5.12",".3","good"
"B2596","7.86","3.15","6.55","6.69","6.7","8.56","2.66","4.31","6.84","2.46","good"
"B2597","6.15",".53","5.07","9.02","4.96","8.19","3.11","5.72","6.99","4.23","good"
"B2598","8.2","9.39","3","3.43","8.33","5.01","6.54","3.27","9.56","1.15","good"
"B2599","7.7","7","2.93","7.98","3.59","2.41","3.42","9.99","1.4","8.26","good"
"B2600",".3","8.71","8.33",".78",".08","8.48","8.87","1.56","3.25","4.77","poor"
"B3101","5.89","5.56","9.51","6.6","7.08","8.67","8.31","8.97","7.83","9.09","good"
"B3102","3.63","4.69","8.29","3.37","4.6","4.7","9.99","6.01","9.29","5.47","good"
"B3103","4.61","7.83","0","2.8","8.48","2.42","3.66","7.69","8.86",".83","poor"
"B3104","8.36","1.01",".47","5.46","9.61","4.92","6.76","2.61","6.49","9.95","poor"
"B3105","1.19","4.74","3.84","8.38","6.95","7.35","9.18",".24",".94",".59","good"
"B3106","6.21","7.13",".21","7.58","8.4","6.38","2.96","5.06","5.57","9.18","poor"
"B3107","9.77","1.74",".18","5.36","5.44","1.92","9.48","2.59","3.02","4.85","poor"
"B3108","5.53","1.88","8.83","6.26","8.05","2.77","6.49","1.11","3.3","6.62","good"
"B3109","1.61","5.94","3.88",".9","2.89","2.41","2.02","6.45",".62","7.29","good"
"B3110","9.45","5.67","1.63","1.61","9.91","6.6","8.51","8.01","8.92",".86","good"
"B3111","1.41","8.43","8.6","3.71",".87","1.18","6.43",".04","5.99",".67","poor"
"B3112","7.82",".88","2.46","4.49","3.08","8.31","7.88","9.87","6.43","2.95","good"
"B3113","7.81",".3","5.89","2.91","1.17",".61","4.04","9.25","3.52","8.23","good"
"B3114","3.2","8.6","3.68",".66","3.52","2.75","1.04","5.78","4.69","7.85","good"
"B3115","9.41","1.93","1.61","9.71",".97","3.88","8.09","9.19","8.38","5.01","poor"
"B3116","9.89","7.71","7.54","8.05","6.14","9.47","8.08",".83","7.56",".33","good"
"B3117","4.83","2.33","3.05","1.33","8.98","7.73","8.92",".85","9.04","7.41","good"
"B3118","9.05","9.56","3.36","6.26","3.25","2.33","7.23","6.04","7.46","6.84","good"
"B3119","9.72","1.02","5.25","4.82","9.17","3.64","5.19","1.58","2.09","6.04","good"
"B3120","3.56","9.34","3.7","8.3","7.49","2.18","5.27","9.09","8.41","3.02","good"
"B3121","6.6","3.12","2.69","5.99","6.46","5.71","3.81","1.34",".99","5.39","good"
"B3122","1.8","1.02","5.76","6.13","6.98","2.48","5.46",".5","8.33","8.05","good"
"B3123","1.58","7.03",".31","4.58","2.09","6.41","2.29","3.88","4.13","2.07","poor"
"B3124","5.36","7.32","9.62","4.4","7.67","7.73","6.47","7.32","8.09","6.26","good"
"B3125","9.35","3.43","8.91","3.47","3.23",".11","4.99","6.39","1.89",".42","poor"
"B3126","4.28","1.59","7.26","1.13","6.08","9.15","6.41","3.27","9.4","4.91","good"
"B3127","5.25","8.95","6.3",".2","1.88","3.86","1.46","6.24","2.76","5.7","good"
"B3128","1.85","2.5","4.96","9.18","7.59",".81","7.35","1.97",".86","9.8","good"
"B3129","9.15","6.87","3.54","5.73","7.53","7.96","1.08",".97","8.92","2.8","good"
"B3130","2.55","6.18","8.72","6.75","2.31","4.79","1.37","2.46","6.66","3.85","good"
"B3131","6.31","9.84","3.09","8.74","7.25","8.64","5.16","5.07","5.4","4.2","good"
"B3132",".99","9.32","8.79",".47","1.86","6.86","1.58",".79","5.01","9.85","good"
"B3133","6.15","8.03","1.58","4.48","9.22","4.65","7.89","7.51","7.38","9.68","good"
"B3134","1.26","3.18",".36","5.43","4.28","8.74","8.34","8.89","7.53","2","poor"
"B3135","3.14",".71","4.41","1.16","3","3.11","5.57","6.71","9.75",".44","good"
"B3136","5.84","3.87",".84","2.97","8.45","1.86","1.66","9.6","3.07","2.7","good"
"B3137","4.19",".82",".76","9.5","5.8","5.78","9.85","4.66",".69","6.46","poor"
"B3138","7.59","1",".78","5.57","1.17","6.86","3.01",".38","7.79","9.14","poor"
"B3139","1.5","6.69",".71",".95","4.51","2.81","4.71","7.88","7.42","6.93","poor"
"B3140","6.08","4.91","3.12","2.31","1.41","9.86","4.63","7.29","8.92","8","good"
"B3141","9.03","7.83","1.93","4.11","6.26","7.65",".91","8.02","2.55","7.82","good"
"B3142","8.03","2.79","5.95","8.41","9.6","7.43","3.01","3.58","3.25","7.05","good"
"B3143","8.43","8.7","8.03","9.53","2.82","5.33","6.92","1.26","7.69","8.69","good"
"B3144","3.52","3.3","6.22","7.95","4.37","2.27","2.97","7.35","1.87","1.49","good"
"B3145","3.33","2.19",".72","7.09","9.25",".82","4.68","5.2","9.05","4.16","poor"
"B3146","7.53","1.7","6.13","6.46","8.44","5.93","9.44","6.59","1.24","5.46","good"
"B3147","7.99","8.6","4.75","5.04","2.13","3.16","7.68","8.74","3.64","3.1","good"
"B3148","7.1","1.22","6.15","6.66","4.33","8.59","1.11","3.38","3.39","2.73","good"
"B3149","1.72",".29","6.29","5.94","3.97","8.99","1.6","9.13","6.49","3.62","good"
"B3150",".14","6.39","1.96","1.44","9.58","5.68",".05","7.23","9.82","1.79","good"
"B3151","5","7.04","4.85","3.2","6.96",".08","7.29","5.63","4.49","8.12","poor"
"B3152",".85","9.9","9.3","8.38","6.83","6.73","3.87","3.13","5.52","8.22","good"
"B3153","3.01","1.96","5.84","5.66","3.73","5.22","1.06","7.54","3.29",".83","good"
"B3154","3.56","8.72",".85",".26","5.97","1.75","3.94","8.21",".63","8.36","good"
"B3155","1.24","3.07","9.53","4.9","9.55","3.21",".4","7.19","1.19","4","good"
"B3156","1.78","1.6","5.54","5.36","9.75","5.12","1.8","6.76","1.14","1.7","good"
"B3157","3.18","8.74","5.01","8.62","6.37","2.62","6.28","3.61","5.13","1.01","good"
"B3158","7.06","8.69","8.14","1.97","5.96","4.18","2.81","7.31","8.92","4.9","good"
"B3159","8.4",".92","8.1","3.5","8.1","1.26","2.46","2.35","7.32","7.42","good"
"B3160","7.14","7.65","3.65","8.52","6.76","1.5","4.54","3.75","2.9","4.11","good"
"B3161",".51","9.17",".92","1.51","6.48",".03","1.81","7.24",".03","6.6","poor"
"B3162","5.01","8.85","8.68","9.03","7.67","6.03","6.99","4.67","6.36",".71","good"
"B3163","5.51","8.52","1","8.11","4.75","2.71","2.94","1.44","6.91","1.31","good"
"B3164","7.08",".81","2.19","9.07","9.06","9.36","7.91","7.99","7.06",".77","good"
"B3165","3.87","7.85","5.07","2.75",".83","7.2",".8","5.47","3.32","5.34","poor"
"B3166","2.21","2.43","8.14","9.71","1.32",".63","1.6","9.77","5.54","8.72","good"
"B3167","3.97","1.23","4.88","4.86",".94","9.68",".7","9.08","1.46","9.59","poor"
"B3168","5.82","6.27","2.51","2.69","3.03","5.19","3.68","4.85","9.63","6.47","good"
"B3169","2.04","4.71","5.76","4.78","1.81","2.75","6.76","6.9","8.76","1.71","good"
"B3170","6.08","9.55","4.24","2.55","3.01","1.71","3.38","1.09","2.06","2.65","good"
"B3171","2","6.49","9.94","5.84","9.62","9.51","6.57",".48","4.37","1.09","good"
"B3172","6.23","8.68","4.35","8.19","3.77","5.74","8.85","6.12","3.49","1.72","good"
"B3173","4.62","8.25","3.13","3.13","3.43","7.92","1.09","3.13","6.95","8.7","good"
"B3174","8.68","8.03","6.56","7.35","4.97",".67","3.71","1.46","4.37","8.34","good"
"B3175","1.43","5.86","8.16","6.86","2.34","2.86","5.39","7.72","3.38","4.81","good"
"B3176","7.09","2.19","7.38",".58","9.72","1.98","8.88","7.15","2.68","5.24","good"
"B3177","5.98","7.24","1.81","5.86","2.75","2.92","6.38","6.81","6.6","6.11","good"
"B3178",".22","1.32","6.23","3.34","1.28","2.71","9.17",".66","5.46","5.44","good"
"B3179","4.65",".7","3.45",".26","3.25","6.98","7.53","2.91","9.84",".52","good"
"B3180","9.37","6.3","3.78","2.62","3.25","2.53","7.72","4.02","8.43","2.75","good"
"B3181","8.26","9.08","4.65","2.76","7.47","9.3","8.71","3.41","1.42","6.66","good"
"B3182","8.06","3.46",".13","8.25","2.07","8.12","4.09","5.22",".29","6.87","poor"
"B3183","3.33","8.27","7.39","3.52","8.25","6.09","5.81","4.59","1.93","8.14","good"
"B3184","9.24","9.38","1.6","9.01","8.09",".66","2.41","3.35","6.18","6.92","good"
"B3185","5.59","5.87","1.54","8.15","3.58","6.98",".46","9.27","4.05","6.4","good"
"B3186","5.83","3.77","5.16","8.33","7.32","3.89","9.19","3.01","7.4","1.53","good"
"B3187","8.74","4.3","8.52","2.87","6.03","6.71",".45","1.84","6.17","6.11","good"
"B3188","3.6","8.28","5.12","2.84",".47","7.9",".47","2.58",".72","3.53","poor"
"B3189","8.03","6.15","9.2","8.35","6.89","3.95","1.92","2.81","6.6","8.8","good"
"B3190","3.98","9.04","7","9.65","7.72","4.96","7.18","2.22","9.88","5.19","good"
"B3191","4.47","4.45","1.5","5.21",".16","6.85","6.79","2.23","8.9","8.4","poor"
"B3192",".59",".74","7.02","9.15",".7","7.04","1.84","3.58",".79","2.85","poor"
"B3193","8.59","7.21","4.65","9.7","3.72","5.4","7.04","8.48","5.66","9.18","good"
"B3194","5.93","7.57",".7","3.54",".85","4.1","8.46","1.96","4.31","4.17","poor"
"B3195","6.24",".31","1.82","4.08","6.95","9.5","9.05","5.08",".62","2.33","good"
"B3196","9.48",".55","7.45","3.59","7.62","8.12","3.92","5.64","5.72","1.72","good"
"B3197","3.26","3.76","4.02","8.31","5.27","6.43","4.46","8.35","3.33","1.4","good"
"B3198",".89","7.43","5.71","5.82","5.57","2.88","7.55",".83","8.01","4.82","good"
"B3199",".56","5.23","7.85","6.92","4.58",".68","7.28","4.89","8.07","3.53","good"
"B3200",".15","1.28","8.48","6.47","6.6","3.06","2.13","3.49","8.57","2.17","good"
"B3201","8.84","5.75","5.21","9.52","4.86",".01","3.08","9.63","6.62","2.4","good"
"B3202","2.59",".68","9.45","5.03",".82","9.05","4.32","5.21","7.02","1.54","poor"
"B3203","4.44","9.22","2.12","5.11","3.35","4.6","4.47","5.91","8.59","7.53","good"
"B3204",".99","1.21","4.73","3.72","7.58","1.59","4.24","2.91","3.71","7.16","good"
"B3205","3.5",".05","8.19","4.41","7.85","8.36","5.31","5.35","1.22","9.07","good"
"B3206","2.41","8.37","9.05","7.54","9.41","5.52","6.01","2.17","4.28","2.28","good"
"B3207","6.11","3.52","4.83","8.12","9.54","8.2","6.23",".92","6.11","7.89","good"
"B3208","2.44","9.28","4.09",".39","5.69","3.55",".74","1.58",".07","8.48","good"
"B3209","6.63","7.81","7.72","6.47","7.45","3.94","5.44","8.34","2.16","8.58","good"
"B3210","4.38","4.81","1.91","7.77","9.5","8.54",".81",".39","2.84","2.87","good"
"B3211","2.16","3.32","3.21","2.69","8.48","3.45",".04",".54","7.37","1.33","good"
"B3212","8.38","5.93","3.6","8.85","5.05","1.23","5.97","1.36","3.91","6.73","good"
"B3213","8.58","7","4.71","8.22","7.09",".98","5.41","1.33",".15","2.12","good"
"B3214","6.34","8.47","6.53","6.25","3.09","2.58","5.95","1.95","8.14","7.63","good"
"B3215","1.49","9.94","2.86","8.56","2.11",".42","8.95","6.85","7.93","9.52","poor"
"B3216","5.55","1.12","3.7","7.19","8.6","2.78","2.1","5.36","2.17","9.06","good"
"B3217",".25","1.16","1.3","3.42","3.2","7.43",".92","5.83","2.44","8.36","good"
"B3218","6.91","7.09","3.61",".9","9.17","4.38","8.14","2.4","5.14","9.36","good"
"B3219","2.91","4.52","4.11","9.94","2.81","5.53","9.71",".71","9.25","8.66","good"
"B3220","7.83","1.02","6.35","8.86","9.59","6.73","4.44","2.41","7.2","4.49","good"
"B3221","8.36","2.52","8.04","9.4","2.16","6.06","2.61","3.43",".79","9.42","good"
"B3222",".87",".08","9.1","8.65",".43","9.83","8.26","2.26","4.62","6.74","good"
"B3223","9.9","4.74","4.76","2.62","3.1","1.32","2.19","6.97","6.68","7.14","good"
"B3224","4","9.37","5.27",".39","8.97",".45","3.91","9.65","9.37","3.39","poor"
"B3225","1.13","3.4","9.18","8.52","4.19","4.9","3.47","2.8","4.87","6.03","good"
"B3226","6.63","6.89","8.36","7.31","4.78","1.3","3.69","8.9","4.87","3.2","good"
"B3227","9.15",".52","4.44","4.35","4.65","6.73",".4","6.58","3.18","9.33","good"
"B3228",".77","9.65","6.88","1.49","2.05","4.79","4.82","3.9","9.3","9.77","good"
"B3229","2.23","9.17","9.9","7.25","5.82","2.4","4.36","8.86","9.25","9.02","good"
"B3230","1.45","9.55","1.78","9.14","5.9","9.17","9.73","3.6","5.81","6.08","good"
"B3231","1.04","3.64","7.23","8.73","4.8","5.98","3.91",".9","9.85","1.8","good"
"B3232","3.9","3.25","4.13",".99","9.21",".54","5.52",".29","5.76","6.43","poor"
"B3233","1.63",".76","1.44","4.5","1.6","5.73","2.14","2.09","8.4","3.21","good"
"B3234","4","2.52","3.47",".97","3.76","7.26","7.96","2.85","6.83","4.27","good"
"B3235","5.28","1.94","6.49","4.22","10","6.22","8","1.88","5.58","6.78","good"
"B3236","6.49","6.87","6.45","2.5","3.13",".84","9.26","4.63",".28","6.63","good"
"B3237","2.8","2.28","1.78","7.84","6.61","1.99","3.27","9.89","6.79","9.77","good"
"B3238","2.46","6.43","8.77","1.56","5.8","7.05","8.75","9.9","6.52","2","good"
"B3239","7.79","7.51","3.68","7.82",".09",".09","6.35","6.32","7.93","4.6","poor"
"B3240","2.79",".55",".23","8.89","6.22",".2","5.73","7.98","7.38","5.81","poor"
"B3241","3.1","8.73","1.14","8.1","9.06","3.34","1.4","6.99",".73","7.78","good"
"B3242","5.28","4.31","5.12","1.17","6.31","7.57","9.03","7.49","9.87","6.89","good"
"B3243","6.27","1.91","2.01","4.93","3.58","9.06","8.13","9.75","8.67","1.45","good"
"B3244","6.9","1.64","2.07","7.76","8.32","8.25",".95","1.95","7.66","6.83","good"
"B3245","3.82",".83","5.59","8.26","3.74","9.56","7.09","3.53","7.39","5.1","good"
"B3246","9.33","6.98","1.55","1.71","2.57",".17","1.43","3.52","8.6","4.39","poor"
"B3247","8.93","3.21","8.43","7.43","5.18",".7","7.44","3.38","5.77","7.52","good"
"B3248","1.04","3.28","4.28","6.83","8.24","6.07","8.1","1.87","1.84","5.08","good"
"B3249","5.45","4.5",".67","5.94","8.66","7.55","7.67","6.3","7.71","2.53","poor"
"B3250","9.26","4.81",".17","5.98","3.61","7.07","4.51","8.03","9.26","9.85","poor"
"B3251",".66","3.89","2.56","8.17","3.37","2.79","8.05","3.4",".69","4.25","good"
"B3252",".5","8.45",".52","6.89","3.23",".33","2.89",".96","4.56","8.84","poor"
"B3253","2.44","4.93","2.98","3.75","4.64","4.35","5.87","9.18",".24","3.44","good"
"B3254","3.01","9.04","5.42",".38","5.94","5.43","7.02","4.38","5.62","6.96","good"
"B3255","9.02","1.48","2.38","8.25","7.11",".37",".42","6.66","6.14","2.5","poor"
"B3256","8.89","4.17","6.22","8.48","3.24","6.06","9.76","4.34","6.81","6.45","good"
"B3257","7.59","6.29","5.15","1.34","8.58","7.09","9.71","8.26","5.48","2.52","good"
"B3258","7.49","8.55","5.27","6.29","6.49","6.08","9.75","9.2","1.61","6.78","good"
"B3259","6.57","8.5","2.72","3.97","2.73","5.7","9.09","5.78","1.97","8.22","good"
"B3260","7.1","1.13","1.28","3.09","5.84","9.2","3.25","4.86","4.25","2.29","good"
"B3261","8.37","6.69","3.68",".23","4.43",".54",".34","3.49","2.53","3.26","poor"
"B3262","4.13","7.5","7.57","2.73","5.74","4.72","1.09","3.31",".71","5.69","good"
"B3263","6.84","2.9","9.01","1.25","7.85","7.49","1.27","5.31","3.31","1.07","good"
"B3264","9.34","8.82",".09","1.93","6.43","1.48","6.53","7.42","2.45","7.32","poor"
"B3265","3.89","5.6","8.9","4.56","5.88","7.23","7.71","1.64","6.25","5.28","good"
"B3266","7.68","4.41","6.26","9",".86","8.71","1.53","6.64","7.3","2.68","poor"
"B3267","6.8","4.52","8.11","2.67","4.28","5.75","3.14","2.43","7.21","3.41","good"
"B3268","5.14","5.64","2.64","8.35","7.89","6.91","3.69","6.33","1.02","2.21","good"
"B3269","6.24","9.68","6.73","9.76","6.73","3.82","4.34","4.64","1.82","2.26","good"
"B3270","6.76",".45",".77","2.81","8.32","2.49","8.3","5.23","8.2","8.96","poor"
"B3271",".63","7.05","2.23","2.1","5.85","9.07","9.16","9.39","2.39","1.43","good"
"B3272","4.55","1.39","3.6","9.83","9.23","6.18","8.83","2.19","6.42","9.51","good"
"B3273","7.69","5.01","6.18","9","7.31","5.57",".06","6.3","2.22","5.67","good"
"B3274","2.69","6.35","9.68",".96","5.35",".91","7.33",".78","2.22",".18","good"
"B3275","5.27","5.76",".81","9.65","6.67","8.93","6.22","9.44",".35","7.08","good"
"B3276","1.81","4.59","9.54","4.8",".4","4.56",".91","9.39","5.37","9.96","poor"
"B3277","8.76",".48","2.22","3.93","3.92","1.41","5.79","6.77","8.73","3.04","good"
"B3278","6.89","8.96","1.04","6","8.08","4.95","1.43","5.44","1.97","1.69","good"
"B3279","6.85",".77","8.24",".49","5.7","6.71","3.13",".03",".86",".36","good"
"B3280","5.02","8.83","8.94","1.14","7.57","8.92","5.35","7.12","9.22",".06","good"
"B3281","7.71","3.17","8.13","2.54",".11","9.38","2.4","6.59","9.01","3.21","poor"
"B3282","5.92",".32","2.15","6.76","1.84","7.03","2.35","7.7","3.6","2.82","good"
"B3283","9.9","7.1","4.49","1.56","2.61","8.31","2.86",".84","4.6","6.54","good"
"B3284","8","9.62","4.6","2.77",".55","8.53","4.09","6.21","6.7","7.4","poor"
"B3285","6.34","3.73","7.77","3.74","3.34","9.22","5","8.49","5.72","3.19","good"
"B3286",".87","3.11","2.51","8.07","9.34",".59","3.21","7.19","2","3.33","poor"
"B3287","8.44","6.16",".24","2.36","2.02","5.24","4.74",".14","4.58","4.05","poor"
"B3288","9.38","7.24","3.29","5.74","2.92","1.91",".59","3.39","5.81","8.31","good"
